,location,lat,long,alt,year,month,bloom_date,bloom_doy,AGDD_Bloom,AGDD_Mar_13,DOY_Mar_13,winter_avg_daily_temp,winter_avg_tmax,winter_avg_tmin,spring_avg_daily_temp,spring_avg_tmax,spring_avg_tmin,dec_avg_daily_temp,dec_avg_tmax,dec_avg_tmin,jan_avg_daily_temp,jan_avg_tmax,jan_avg_tmin,feb_avg_daily_temp,feb_avg_tmax,feb_avg_tmin
0,washingtondc,38.8853496,-77.0386278,0,1980,4,1980-04-06,97,432.296,294.6138,73,2.5321957441373626,6.148328935714286,-1.0839374474395604,6.319409345483871,10.259032038064516,2.379786652903226,5.090882984354838,9.180187493548386,1.0015784751612902,1.8419339897258065,4.626976518387097,-0.9431085389354839,0.534913328275862,4.5336499579310345,-3.4638233013793105
1,washingtondc,38.8853496,-77.0386278,0,1981,4,1981-04-03,93,448.802,309.6097,70,1.8402350549090907,6.265973883340909,-2.5855037735227273,6.118157587193548,11.213628954193549,1.0226862201935485,2.310881995967742,6.378443943225807,-1.7566799512903226,-1.2458701957931033,3.150416763586207,-5.642157155172414,4.51548495125,9.368280476785714,-0.33731057428571426
2,washingtondc,38.8853496,-77.0386278,0,1982,4,1982-04-07,97,424.0151,295.0746,72,0.835325146738889,5.423879269666666,-3.753228976188889,6.872885241516129,12.25936346451613,1.486407018516129,2.269679126774194,6.528610660322581,-1.9892524067741935,-2.381347382096774,2.414614316129032,-7.177309080322581,2.8086063971964284,7.532469999999999,-1.9152572056071426
3,washingtondc,38.8853496,-77.0386278,0,1983,4,1983-04-07,97,438.9514,296.0855,72,4.091638639588889,8.400036538422222,-0.21675925924444445,8.407123152419354,13.037718700000001,3.7765276048387095,6.8695543249677415,11.05718762251613,2.681921027419355,2.521189842387097,6.469740295483871,-1.4273606107096775,2.7548002991071425,7.595304392857143,-2.0857037946428574
4,washingtondc,38.8853496,-77.0386278,0,1984,4,1984-04-03,94,397.61,302.0006,73,1.3326675345666668,5.992646129111111,-3.3273110599777778,4.941608044032257,9.879312438709677,0.003903649354838628,0.6234518770967742,4.733087912903225,-3.4861841587096776,-1.7750539155,3.131427149,-6.6815349799999995,5.30567887537931,10.298952132758622,0.312405618
5,washingtondc,38.8853496,-77.0386278,0,1985,4,1985-04-07,97,452.3679,291.1329,72,3.2157397466097564,8.393174479317073,-1.9616949860975612,8.269067574354839,14.21134754516129,2.3267876035483868,7.154204564354839,12.540580103225807,1.7678290254838709,-1.5915876547083334,3.2296591335000002,-6.412834442916666,2.9669785718518518,8.221129811111112,-2.2871726674074075
6,washingtondc,38.8853496,-77.0386278,0,1986,4,1986-04-02,92,454.7165,296.3554,72,1.8145209034831462,6.678696507865168,-3.0496547008988766,8.043639194,14.751769106666666,1.3355092813333334,2.1995106516129033,7.449513762580645,-3.050492459354839,1.5015783335,7.074413557333333,-4.071256890333333,1.7235778644642856,5.401309137142857,-1.9541534082142857
7,washingtondc,38.8853496,-77.0386278,0,1987,3,1987-03-28,87,369.9309,284.3043,72,1.8474435698277776,6.760920143433333,-3.0660330037777777,7.619179254516129,14.309729825806453,0.9286286832258065,3.6662623591935484,8.468264858064517,-1.1357401396774194,0.40366338595161294,5.029239682548387,-4.221912910645162,1.4322222566071428,6.787863291071429,-3.923418777857143
8,washingtondc,38.8853496,-77.0386278,0,1988,3,1988-03-31,91,414.9503,300.1284,73,1.9619850664505496,6.9559554114285715,-3.0319852785274723,7.910670933451613,14.349633612903226,1.471708254,4.534175506419355,9.184655467741935,-0.11630445490322583,-1.1610133510322582,3.8731134625806454,-6.195140164645161,2.550779801034483,7.869003641379311,-2.7674440393103446
9,washingtondc,38.8853496,-77.0386278,0,1989,3,1989-03-29,88,412.9704,284.6597,72,3.3280956965944446,8.34341555888889,-1.6872241656999998,7.586278352258065,13.13346859032258,2.0390881141935484,3.3301969164516128,8.583794605483872,-1.923400772580645,3.8182305981774194,9.00692400483871,-1.370462808483871,2.783119990714286,7.342682977857143,-1.7764429964285713
